product_id,category,price,brand,weight_kg,month,day_of_week,quarter,is_holiday,supplier,warehouse_location,discount_percent,stock_available,quantity_sold
81,Clothing,181.65,BrandA,1.97,5,6,2,0,SupplierC,Surabaya,36.62,92,258
23,Furniture,245.38,BrandB,29.27,6,4,2,0,SupplierC,Surabaya,41.52,263,29
38,Furniture,984.66,BrandC,26.07,2,1,1,0,SupplierA,Medan,48.36,823,15
2,Furniture,690.23,BrandC,25.47,11,5,4,0,SupplierC,Surabaya,29.23,842,37
14,Food,49.79,BrandB,12.47,9,2,3,0,SupplierC,Bandung,32.38,650,415
84,Food,16.08,BrandD,1.1,1,2,1,0,SupplierA,Jakarta,11.74,550,166
50,Clothing,80.49,BrandD,2.85,12,4,4,0,SupplierC,Bandung,44.27,670,340
36,Furniture,859.31,BrandA,14.78,8,1,3,0,SupplierB,Jakarta,49.05,376,28
83,Sports,49.06,BrandC,8.49,2,6,1,0,SupplierB,Jakarta,33.14,657,91
43,Electronics,1485.47,BrandB,11.85,4,0,2,0,SupplierC,Bandung,29.32,832,24
43,Clothing,159.84,BrandB,1.83,5,6,2,0,SupplierA,Surabaya,39.93,112,251
46,Electronics,965.51,BrandB,0.43,5,0,2,1,SupplierB,Jakarta,37.28,487,59
100,Furniture,664.56,BrandC,9.91,9,1,3,0,SupplierC,Jakarta,36.36,930,28
83,Furniture,166.91,BrandA,26.55,7,3,3,0,SupplierC,Jakarta,24.51,931,23
10,Furniture,454.32,BrandA,11.68,3,2,1,0,SupplierC,Surabaya,19.05,611,19
56,Sports,400.69,BrandA,3.7,11,5,4,0,SupplierC,Bandung,21.5,909,147
53,Clothing,167.21,BrandC,1.26,12,0,4,1,SupplierB,Surabaya,18.72,156,219
11,Electronics,761.44,BrandA,11.22,6,6,2,0,SupplierA,Jakarta,29.32,575,36
43,Sports,217.19,BrandA,26.25,7,6,3,0,SupplierC,Jakarta,48.42,614,168
28,Sports,335.23,BrandB,6.96,2,2,1,0,SupplierC,Surabaya,5.74,285,60
29,Sports,425.67,BrandD,29.24,10,4,4,0,SupplierC,Jakarta,30.45,673,102
35,Clothing,185.09,BrandC,1.12,3,6,1,0,SupplierA,Medan,3.48,758,107
12,Electronics,689.05,BrandB,6.91,3,2,1,0,SupplierB,Surabaya,38.84,581,30
21,Clothing,138.05,BrandA,0.89,11,3,4,0,SupplierB,Medan,20.71,220,166
15,Sports,226.36,BrandC,8.71,11,4,4,0,SupplierB,Surabaya,2.27,404,126
39,Clothing,155.8,BrandB,2.32,5,2,2,1,SupplierB,Medan,8.78,389,198
91,Sports,260.13,BrandB,25.05,6,0,2,0,SupplierB,Jakarta,21.81,470,134
55,Sports,360.56,BrandD,12.71,2,3,1,0,SupplierA,Surabaya,8.59,970,49
59,Sports,62.3,BrandC,25.38,4,3,2,0,SupplierC,Jakarta,19.79,317,162
10,Clothing,110.81,BrandA,0.66,6,2,2,0,SupplierC,Bandung,11.81,149,124
26,Food,62.23,BrandB,15.25,11,0,4,0,SupplierA,Medan,23.2,577,434
83,Sports,434.84,BrandC,18.93,3,3,1,0,SupplierA,Medan,22.11,310,73
76,Food,38.43,BrandA,1.67,8,3,3,0,SupplierA,Jakarta,18.44,293,416
79,Electronics,801.53,BrandD,8.4,12,0,4,0,SupplierC,Bandung,16.08,487,48
20,Sports,236.25,BrandA,24.39,6,5,2,0,SupplierA,Bandung,1.96,724,86
79,Sports,194.67,BrandB,27.56,7,3,3,0,SupplierB,Jakarta,39.46,662,144
9,Food,13.98,BrandC,13.63,5,2,2,0,SupplierC,Bandung,16.67,596,388
84,Food,17.25,BrandD,14.23,2,2,1,0,SupplierC,Medan,32.17,336,211
86,Clothing,132.74,BrandA,1.33,6,0,2,0,SupplierB,Surabaya,9.01,219,109
29,Clothing,39.44,BrandB,0.96,2,4,1,0,SupplierC,Jakarta,33.1,897,179
17,Sports,94.04,BrandD,5.67,12,6,4,0,SupplierA,Medan,2.18,373,155
79,Furniture,927.63,BrandC,40.27,4,4,2,1,SupplierB,Bandung,18.39,969,27
57,Sports,389.33,BrandD,23.41,9,4,3,0,SupplierB,Bandung,40.84,820,85
83,Electronics,1336.35,BrandD,8.41,2,5,1,0,SupplierC,Jakarta,14.25,781,16
35,Clothing,182.01,BrandD,0.53,7,0,3,0,SupplierA,Medan,44.23,952,167
48,Sports,205.36,BrandB,2.72,4,0,2,1,SupplierA,Surabaya,39.57,140,230
37,Electronics,1104.89,BrandD,2.25,12,3,4,0,SupplierA,Jakarta,0.95,220,34
68,Sports,73.37,BrandD,8.86,5,0,2,1,SupplierB,Medan,3.14,856,142
77,Furniture,795.15,BrandA,30.88,12,1,4,1,SupplierA,Surabaya,12.03,426,35
47,Sports,477.63,BrandA,16.46,9,4,3,0,SupplierA,Medan,43.67,44,74
48,Furniture,922.05,BrandC,21.07,2,2,1,0,SupplierA,Jakarta,38.58,752,16
70,Food,82.28,BrandC,3.67,11,3,4,0,SupplierC,Medan,31.59,830,384
9,Clothing,17.03,BrandD,0.68,4,0,2,1,SupplierB,Medan,49.46,556,417
37,Clothing,173.81,BrandC,0.24,11,2,4,0,SupplierB,Jakarta,39.97,447,222
96,Furniture,1084.1,BrandD,22.4,3,3,1,0,SupplierC,Medan,18.37,816,12
11,Furniture,762.7,BrandD,42.01,9,2,3,0,SupplierB,Jakarta,4.0,676,16
40,Food,62.25,BrandD,8.64,12,3,4,1,SupplierA,Surabaya,30.74,445,500
10,Electronics,672.3,BrandD,12.06,11,1,4,0,SupplierA,Bandung,42.43,694,83
5,Furniture,173.96,BrandB,40.03,6,2,2,0,SupplierB,Jakarta,30.25,695,24
98,Furniture,731.31,BrandA,28.83,7,2,3,0,SupplierC,Surabaya,12.48,116,19
95,Electronics,848.76,BrandB,5.93,9,0,3,0,SupplierB,Surabaya,35.2,219,41
26,Furniture,249.3,BrandA,8.33,3,5,1,0,SupplierB,Jakarta,40.53,990,36
86,Food,72.41,BrandC,11.09,5,2,2,0,SupplierC,Bandung,39.68,520,477
31,Clothing,14.99,BrandD,1.71,6,3,2,0,SupplierC,Bandung,30.6,88,310
40,Electronics,1499.47,BrandD,10.84,9,3,3,0,SupplierB,Jakarta,6.27,324,18
45,Sports,441.42,BrandB,23.47,11,4,4,0,SupplierA,Bandung,21.63,932,105
16,Electronics,595.36,BrandB,2.6,12,1,4,1,SupplierC,Surabaya,42.3,256,88
17,Food,63.37,BrandC,2.05,11,1,4,0,SupplierC,Bandung,8.56,639,484
44,Sports,416.11,BrandA,1.14,1,5,1,0,SupplierB,Bandung,38.35,426,86
38,Sports,251.81,BrandC,24.2,11,3,4,0,SupplierB,Medan,3.65,61,116
57,Clothing,102.01,BrandD,0.69,10,1,4,0,SupplierB,Surabaya,36.71,881,172
66,Food,35.32,BrandA,9.44,5,3,2,1,SupplierA,Jakarta,14.51,393,500
54,Sports,482.09,BrandB,27.1,6,4,2,0,SupplierC,Surabaya,9.49,163,58
40,Furniture,125.49,BrandD,47.54,9,3,3,0,SupplierA,Bandung,29.17,49,17
37,Electronics,976.77,BrandD,12.67,11,3,4,0,SupplierB,Jakarta,42.36,441,56
98,Food,39.76,BrandD,8.13,10,4,4,0,SupplierA,Surabaya,27.66,75,394
65,Furniture,940.84,BrandD,17.59,10,5,4,0,SupplierC,Jakarta,6.43,99,14
72,Food,76.72,BrandC,4.14,9,3,3,0,SupplierC,Jakarta,2.27,140,252
61,Food,19.15,BrandD,17.88,3,2,1,0,SupplierC,Surabaya,8.13,631,314
65,Food,72.33,BrandD,6.14,1,2,1,1,SupplierA,Medan,29.19,815,246
77,Electronics,545.19,BrandD,9.9,10,4,4,0,SupplierA,Jakarta,29.18,174,29
19,Furniture,134.73,BrandB,47.67,2,1,1,0,SupplierA,Medan,15.68,155,16
89,Furniture,551.42,BrandB,39.87,8,6,3,0,SupplierC,Jakarta,35.29,531,32
68,Furniture,445.13,BrandD,12.79,9,2,3,0,SupplierC,Surabaya,33.79,888,30
79,Food,23.27,BrandD,5.08,9,2,3,0,SupplierA,Surabaya,38.56,721,464
62,Food,58.25,BrandC,18.7,12,2,4,1,SupplierC,Medan,44.79,404,500
99,Food,32.59,BrandB,5.9,12,0,4,1,SupplierB,Surabaya,37.37,219,500
90,Sports,85.89,BrandC,18.59,10,1,4,0,SupplierA,Jakarta,33.49,543,167
82,Clothing,19.97,BrandB,1.3,12,3,4,1,SupplierA,Jakarta,48.23,951,500
62,Furniture,931.5,BrandB,17.93,5,5,2,1,SupplierA,Bandung,26.76,740,47
23,Electronics,1346.92,BrandD,2.8,1,6,1,1,SupplierB,Bandung,46.83,985,39
2,Electronics,938.35,BrandC,1.79,6,2,2,0,SupplierB,Medan,44.46,137,35
60,Sports,112.55,BrandC,3.65,3,5,1,0,SupplierB,Surabaya,35.93,14,100
87,Sports,104.24,BrandB,25.73,7,6,3,0,SupplierB,Surabaya,4.34,685,87
24,Electronics,820.69,BrandB,14.05,1,2,1,1,SupplierB,Surabaya,47.7,309,31
84,Food,70.81,BrandC,1.43,2,3,1,0,SupplierB,Bandung,20.27,514,179
89,Food,65.68,BrandA,18.82,6,4,2,0,SupplierA,Bandung,47.87,489,438
48,Sports,356.93,BrandD,27.41,9,6,3,0,SupplierC,Bandung,38.09,696,163
11,Sports,273.52,BrandD,11.05,10,0,4,0,SupplierA,Bandung,28.64,153,130
15,Furniture,888.61,BrandB,27.0,9,3,3,0,SupplierA,Medan,6.6,425,20
73,Furniture,714.68,BrandA,35.27,5,5,2,1,SupplierB,Jakarta,37.29,592,56
70,Electronics,1414.96,BrandA,1.22,8,0,3,0,SupplierB,Medan,9.0,138,23
48,Furniture,593.39,BrandD,46.27,7,3,3,0,SupplierA,Bandung,32.68,356,33
68,Furniture,900.64,BrandB,15.02,1,6,1,1,SupplierB,Medan,33.67,557,31
69,Furniture,1005.7,BrandD,16.14,6,1,2,0,SupplierB,Bandung,46.87,742,23
79,Furniture,364.73,BrandA,8.03,10,0,4,0,SupplierB,Jakarta,12.24,45,12
57,Furniture,693.74,BrandB,38.95,1,1,1,0,SupplierB,Bandung,40.79,749,15
31,Food,88.24,BrandC,19.72,9,1,3,0,SupplierB,Surabaya,13.76,570,214
95,Sports,320.48,BrandB,12.99,8,0,3,0,SupplierB,Medan,39.29,326,113
49,Food,76.67,BrandB,9.58,4,2,2,0,SupplierA,Medan,45.74,575,393
54,Furniture,527.26,BrandB,16.47,6,5,2,0,SupplierA,Medan,42.36,94,24
35,Electronics,1075.77,BrandD,9.12,2,1,1,0,SupplierC,Bandung,23.97,890,20
39,Food,25.12,BrandA,3.96,12,0,4,0,SupplierB,Bandung,34.78,720,500
42,Sports,202.72,BrandC,16.15,6,2,2,0,SupplierB,Surabaya,25.64,509,155
13,Furniture,937.79,BrandD,19.41,4,2,2,1,SupplierA,Bandung,37.06,16,21
93,Sports,161.69,BrandD,6.13,4,3,2,0,SupplierA,Medan,27.53,966,219
33,Food,96.82,BrandD,12.91,8,3,3,0,SupplierA,Surabaya,8.46,737,188
83,Sports,271.49,BrandA,25.22,2,6,1,0,SupplierC,Jakarta,38.22,422,102
81,Clothing,22.91,BrandB,0.54,4,4,2,0,SupplierA,Medan,32.96,16,202
3,Electronics,896.46,BrandC,4.44,9,6,3,0,SupplierC,Medan,40.31,931,46
14,Clothing,109.63,BrandA,0.8,10,4,4,0,SupplierB,Surabaya,13.37,406,190
73,Furniture,1189.26,BrandB,15.16,11,6,4,0,SupplierA,Jakarta,4.68,388,26
71,Furniture,161.73,BrandD,5.43,3,0,1,0,SupplierB,Medan,32.25,339,21
68,Electronics,498.7,BrandA,13.54,12,4,4,0,SupplierA,Jakarta,34.22,287,51
73,Sports,106.09,BrandA,25.56,1,1,1,0,SupplierC,Medan,46.44,306,117
87,Furniture,522.23,BrandC,38.29,12,5,4,1,SupplierC,Surabaya,2.68,447,42
10,Clothing,124.98,BrandC,1.88,10,3,4,0,SupplierB,Jakarta,31.71,802,197
71,Food,46.03,BrandD,13.66,11,3,4,0,SupplierA,Surabaya,39.9,730,500
11,Electronics,400.49,BrandC,10.73,11,1,4,0,SupplierC,Medan,15.83,109,63
47,Furniture,212.45,BrandC,8.93,7,3,3,0,SupplierC,Medan,5.16,91,25
71,Food,61.71,BrandA,15.73,7,0,3,0,SupplierB,Medan,19.39,86,286
74,Clothing,140.21,BrandB,0.59,5,2,2,1,SupplierA,Jakarta,8.36,282,168
39,Furniture,960.93,BrandD,21.25,4,5,2,0,SupplierC,Bandung,22.89,138,25
80,Food,81.39,BrandD,6.72,6,3,2,0,SupplierC,Bandung,15.02,617,335
62,Clothing,43.75,BrandC,1.25,6,2,2,0,SupplierC,Medan,48.39,800,242
47,Furniture,1125.27,BrandA,13.99,9,1,3,0,SupplierC,Jakarta,47.65,472,25
57,Clothing,167.94,BrandC,0.3,7,5,3,0,SupplierB,Bandung,31.67,247,177
49,Furniture,593.97,BrandA,31.91,10,3,4,0,SupplierC,Medan,27.18,809,25
90,Food,15.39,BrandA,5.11,11,2,4,0,SupplierA,Jakarta,28.16,660,500
56,Food,6.0,BrandA,5.32,9,5,3,0,SupplierC,Bandung,22.29,400,413
99,Furniture,479.46,BrandB,6.11,2,2,1,0,SupplierB,Jakarta,5.8,963,13
59,Food,54.51,BrandB,7.1,2,3,1,0,SupplierC,Medan,15.95,307,178
91,Electronics,229.36,BrandA,5.28,2,5,1,0,SupplierA,Bandung,25.8,565,38
30,Furniture,792.74,BrandD,13.39,11,3,4,0,SupplierB,Jakarta,36.87,904,38
58,Clothing,83.88,BrandD,2.14,4,2,2,0,SupplierA,Jakarta,39.98,549,277
15,Furniture,837.77,BrandC,27.03,11,2,4,0,SupplierC,Medan,30.57,601,34
45,Electronics,1299.17,BrandC,9.34,11,5,4,0,SupplierB,Jakarta,33.61,320,55
48,Clothing,107.06,BrandB,1.31,3,4,1,0,SupplierB,Medan,9.29,650,148
89,Sports,286.36,BrandB,14.84,3,1,1,0,SupplierB,Medan,30.97,886,112
25,Clothing,193.13,BrandD,1.57,8,3,3,0,SupplierC,Medan,20.78,860,123
63,Furniture,190.94,BrandB,6.39,4,2,2,1,SupplierA,Surabaya,8.41,468,28
71,Furniture,729.99,BrandA,17.06,9,6,3,0,SupplierB,Jakarta,38.0,451,26
28,Sports,69.16,BrandD,24.95,4,2,2,0,SupplierA,Medan,13.14,882,159
100,Electronics,472.84,BrandB,11.12,12,2,4,0,SupplierC,Medan,8.3,142,37
27,Clothing,118.31,BrandA,1.64,10,4,4,0,SupplierA,Surabaya,48.95,299,195
87,Sports,85.08,BrandA,22.58,7,0,3,0,SupplierB,Bandung,35.07,135,161
19,Clothing,167.41,BrandC,2.31,11,3,4,0,SupplierB,Bandung,28.87,275,181
82,Electronics,723.71,BrandA,11.3,12,2,4,0,SupplierB,Surabaya,29.1,889,45
94,Electronics,1025.29,BrandD,10.52,2,6,1,0,SupplierC,Medan,10.89,439,24
37,Food,56.99,BrandC,2.79,8,6,3,0,SupplierB,Jakarta,2.3,641,245
3,Furniture,1122.38,BrandA,12.11,8,0,3,0,SupplierB,Bandung,49.78,931,25
36,Clothing,134.37,BrandA,0.83,6,5,2,0,SupplierC,Bandung,2.59,640,160
93,Food,45.78,BrandB,2.01,2,0,1,0,SupplierA,Medan,3.9,607,190
2,Electronics,1262.24,BrandC,14.82,7,5,3,0,SupplierA,Medan,3.54,392,31
94,Electronics,334.16,BrandA,5.64,5,1,2,1,SupplierA,Bandung,3.42,576,62
45,Furniture,790.89,BrandB,11.81,7,4,3,0,SupplierC,Medan,43.0,88,25
18,Electronics,966.45,BrandA,5.88,7,2,3,0,SupplierA,Bandung,13.85,86,28
37,Sports,426.99,BrandA,19.85,5,1,2,0,SupplierC,Bandung,37.39,302,161
31,Electronics,701.65,BrandD,3.77,11,4,4,0,SupplierA,Jakarta,49.34,956,58
54,Sports,282.25,BrandC,5.43,8,6,3,0,SupplierA,Jakarta,29.37,14,92
28,Food,92.65,BrandA,18.98,7,4,3,0,SupplierB,Medan,21.18,411,290
20,Sports,60.13,BrandC,2.65,4,6,2,1,SupplierB,Medan,29.32,781,308
40,Electronics,1148.95,BrandD,12.73,1,1,1,1,SupplierB,Jakarta,22.67,623,31
16,Clothing,144.5,BrandA,2.13,3,3,1,0,SupplierB,Surabaya,8.35,129,130
94,Food,78.29,BrandA,0.78,7,2,3,0,SupplierC,Jakarta,13.15,998,235
66,Furniture,160.98,BrandC,43.67,3,2,1,0,SupplierA,Surabaya,38.67,915,30
87,Sports,129.63,BrandA,15.41,1,6,1,0,SupplierA,Jakarta,23.59,392,112
71,Electronics,491.87,BrandD,3.87,12,2,4,1,SupplierA,Surabaya,5.97,689,52
23,Electronics,1245.64,BrandB,14.72,7,0,3,0,SupplierB,Surabaya,38.68,318,29
48,Electronics,579.07,BrandB,11.81,12,4,4,1,SupplierB,Medan,49.89,794,99
94,Clothing,38.61,BrandB,2.8,1,1,1,0,SupplierC,Jakarta,47.55,1,102
14,Food,55.33,BrandB,4.92,8,0,3,0,SupplierA,Surabaya,4.65,943,216
67,Clothing,143.16,BrandD,1.18,12,0,4,0,SupplierC,Bandung,31.86,403,262
85,Furniture,360.45,BrandB,16.74,6,6,2,0,SupplierB,Surabaya,15.9,278,29
10,Clothing,35.86,BrandB,2.33,2,1,1,0,SupplierA,Bandung,22.48,321,112
58,Clothing,98.04,BrandC,2.57,2,1,1,0,SupplierC,Surabaya,41.32,713,153
6,Sports,421.24,BrandB,10.04,2,5,1,0,SupplierA,Surabaya,19.81,50,41
4,Clothing,172.37,BrandD,1.71,9,1,3,0,SupplierA,Medan,5.1,812,95
16,Clothing,21.72,BrandA,2.36,4,1,2,1,SupplierB,Surabaya,34.31,960,329
10,Food,99.73,BrandA,4.12,11,3,4,0,SupplierA,Jakarta,45.25,849,358
16,Food,94.52,BrandA,1.2,10,3,4,0,SupplierC,Medan,24.81,391,247
24,Clothing,63.17,BrandC,2.66,1,4,1,0,SupplierA,Surabaya,24.94,903,117
62,Sports,62.11,BrandA,11.68,7,1,3,0,SupplierC,Bandung,31.54,821,138
92,Furniture,627.65,BrandC,40.16,6,4,2,0,SupplierC,Surabaya,19.42,184,21
41,Electronics,238.09,BrandB,12.2,5,0,2,0,SupplierB,Surabaya,38.34,238,65
35,Clothing,155.17,BrandA,2.85,10,6,4,0,SupplierB,Surabaya,46.76,865,210
23,Clothing,122.58,BrandB,2.44,12,2,4,0,SupplierA,Surabaya,47.38,577,337
70,Furniture,293.11,BrandC,6.71,1,1,1,0,SupplierA,Medan,0.03,939,17
26,Sports,183.56,BrandB,5.57,6,0,2,0,SupplierA,Bandung,29.33,939,130
47,Sports,199.32,BrandA,28.28,7,4,3,0,SupplierA,Surabaya,15.09,139,110
94,Clothing,160.45,BrandD,2.89,11,2,4,0,SupplierA,Surabaya,11.16,603,177
17,Food,74.24,BrandB,18.99,10,3,4,0,SupplierC,Jakarta,9.1,325,209
29,Sports,469.61,BrandA,4.48,12,0,4,1,SupplierB,Bandung,31.81,986,202
58,Food,30.2,BrandA,5.14,2,2,1,0,SupplierB,Jakarta,36.02,49,195
57,Furniture,1166.01,BrandD,44.8,8,3,3,0,SupplierB,Medan,5.07,490,14
21,Clothing,24.0,BrandD,2.55,5,0,2,1,SupplierA,Jakarta,17.09,909,250
